"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 17 20:12:35 GMT 2024","Wed Apr 17 20:12:35 GMT 2024","360","","","","GetTest","AddCaseTest","AddCaseTest",""
"passed","Wed Apr 17 20:12:33 GMT 2024","Wed Apr 17 20:12:40 GMT 2024","6818","","","","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
"passed","Wed Apr 17 20:12:33 GMT 2024","Wed Apr 17 20:12:37 GMT 2024","4218","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Wed Apr 17 20:12:36 GMT 2024","Wed Apr 17 20:12:36 GMT 2024","405","","","","GetTest","DeleteCaseTest","DeleteCaseTest",""
"passed","Wed Apr 17 20:12:33 GMT 2024","Wed Apr 17 20:12:38 GMT 2024","4941","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Wed Apr 17 20:12:38 GMT 2024","Wed Apr 17 20:12:43 GMT 2024","4893","","","","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Wed Apr 17 20:12:35 GMT 2024","Wed Apr 17 20:12:36 GMT 2024","312","","","","GetTest","GetCaseTest","GetCaseTest",""
"passed","Wed Apr 17 20:12:35 GMT 2024","Wed Apr 17 20:12:35 GMT 2024","267","","","","GetTest","GetMilestoneTest","GetMilestoneTest",""
"passed","Wed Apr 17 20:12:37 GMT 2024","Wed Apr 17 20:12:42 GMT 2024","4844","","","","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Wed Apr 17 20:12:34 GMT 2024","Wed Apr 17 20:12:34 GMT 2024","268","","","","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Wed Apr 17 20:12:36 GMT 2024","Wed Apr 17 20:12:40 GMT 2024","4239","","","","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Wed Apr 17 20:12:33 GMT 2024","Wed Apr 17 20:12:34 GMT 2024","672","","","","GetTest","GetSectionTest","GetSectionTest",""
"passed","Wed Apr 17 20:12:34 GMT 2024","Wed Apr 17 20:12:35 GMT 2024","260","","","","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
