"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 18 15:58:22 GMT 2024","Thu Apr 18 15:58:22 GMT 2024","210","","","","GetTest","GetMilestoneTest","GetMilestoneTest",""
"passed","Thu Apr 18 15:58:22 GMT 2024","Thu Apr 18 15:58:22 GMT 2024","225","","","","GetTest","GetCaseTest","GetCaseTest",""
"passed","Thu Apr 18 15:58:20 GMT 2024","Thu Apr 18 15:58:24 GMT 2024","3988","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Thu Apr 18 15:58:21 GMT 2024","Thu Apr 18 15:58:21 GMT 2024","209","","","","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Thu Apr 18 15:58:20 GMT 2024","Thu Apr 18 15:58:21 GMT 2024","635","","","","GetTest","GetSectionTest","GetSectionTest",""
"passed","Thu Apr 18 15:58:23 GMT 2024","Thu Apr 18 15:58:30 GMT 2024","6647","","","","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Thu Apr 18 15:58:21 GMT 2024","Thu Apr 18 15:58:22 GMT 2024","211","","","","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
"passed","Thu Apr 18 15:58:20 GMT 2024","Thu Apr 18 15:58:23 GMT 2024","3143","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Thu Apr 18 15:58:22 GMT 2024","Thu Apr 18 15:58:23 GMT 2024","287","","","","GetTest","DeleteCaseTest","DeleteCaseTest",""
"passed","Thu Apr 18 15:58:22 GMT 2024","Thu Apr 18 15:58:22 GMT 2024","332","","","","GetTest","AddCaseTest","AddCaseTest",""
"passed","Thu Apr 18 15:58:23 GMT 2024","Thu Apr 18 15:58:26 GMT 2024","3305","","","","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Thu Apr 18 15:58:24 GMT 2024","Thu Apr 18 15:58:28 GMT 2024","3405","","","","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Thu Apr 18 15:58:20 GMT 2024","Thu Apr 18 15:58:29 GMT 2024","8266","","","","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
