"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 21 10:51:22 GMT 2024","Sun Apr 21 10:51:22 GMT 2024","558","","API Tests","Section API Tests","GetTest","GetSectionTest","GetSectionTest",""
"failed","Sun Apr 21 10:51:26 GMT 2024","Sun Apr 21 10:51:30 GMT 2024","4161","","GUI Tests","Failed Add Section Test","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Sun Apr 21 10:51:27 GMT 2024","Sun Apr 21 10:51:34 GMT 2024","6742","","GUI Tests","Successful Delete Section Test","SectionTest","DeleteSectionTest","DeleteSectionTest",""
"passed","Sun Apr 21 10:51:22 GMT 2024","Sun Apr 21 10:51:27 GMT 2024","5113","","GUI Tests","Successful PopUp Message Test","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Sun Apr 21 10:51:23 GMT 2024","Sun Apr 21 10:51:24 GMT 2024","216","","API Tests","Case API Tests","GetTest","GetCaseTest","GetCaseTest",""
"passed","Sun Apr 21 10:51:23 GMT 2024","Sun Apr 21 10:51:23 GMT 2024","206","","API Tests","Get Section Negative Tests","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Sun Apr 21 10:51:22 GMT 2024","Sun Apr 21 10:51:26 GMT 2024","4485","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Sun Apr 21 10:51:23 GMT 2024","Sun Apr 21 10:51:23 GMT 2024","207","","API Tests","Get Milestone Negative Tests","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
"passed","Sun Apr 21 10:51:23 GMT 2024","Sun Apr 21 10:51:23 GMT 2024","274","","API Tests","Section API Tests","GetTest","AddCaseTest","AddCaseTest",""
"passed","Sun Apr 21 10:51:23 GMT 2024","Sun Apr 21 10:51:23 GMT 2024","236","","API Tests","Get Milestone Tests","GetTest","GetMilestoneTest","GetMilestoneTest",""
"passed","Sun Apr 21 10:51:24 GMT 2024","Sun Apr 21 10:51:24 GMT 2024","253","","API Tests","Delete Case Tests","GetTest","DeleteCaseTest","DeleteCaseTest",""
"passed","Sun Apr 21 10:51:26 GMT 2024","Sun Apr 21 10:51:32 GMT 2024","5893","","GUI Tests","Successful Limit Value Test","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Sun Apr 21 10:51:24 GMT 2024","Sun Apr 21 10:51:26 GMT 2024","1940","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Sun Apr 21 10:51:22 GMT 2024","Sun Apr 21 10:51:29 GMT 2024","7456","","GUI Tests","Successful Add Section Test","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
