"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 18 15:58:30 GMT 2024","Thu Apr 18 15:58:36 GMT 2024","5496","","","","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Thu Apr 18 15:58:34 GMT 2024","Thu Apr 18 15:58:38 GMT 2024","3891","","","","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Thu Apr 18 15:58:29 GMT 2024","Thu Apr 18 15:58:29 GMT 2024","344","","","","GetTest","GetSectionTest","GetSectionTest",""
"passed","Thu Apr 18 15:58:35 GMT 2024","Thu Apr 18 15:58:38 GMT 2024","2915","","","","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Thu Apr 18 15:58:29 GMT 2024","Thu Apr 18 15:58:29 GMT 2024","199","","","","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Thu Apr 18 15:58:29 GMT 2024","Thu Apr 18 15:58:29 GMT 2024","205","","","","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
"passed","Thu Apr 18 15:58:28 GMT 2024","Thu Apr 18 15:58:35 GMT 2024","6802","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Thu Apr 18 15:58:30 GMT 2024","Thu Apr 18 15:58:30 GMT 2024","216","","","","GetTest","GetCaseTest","GetCaseTest",""
"passed","Thu Apr 18 15:58:28 GMT 2024","Thu Apr 18 15:58:37 GMT 2024","8464","","","","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
"passed","Thu Apr 18 15:58:29 GMT 2024","Thu Apr 18 15:58:30 GMT 2024","207","","","","GetTest","GetMilestoneTest","GetMilestoneTest",""
"passed","Thu Apr 18 15:58:28 GMT 2024","Thu Apr 18 15:58:34 GMT 2024","5866","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Thu Apr 18 15:58:30 GMT 2024","Thu Apr 18 15:58:30 GMT 2024","323","","","","GetTest","AddCaseTest","AddCaseTest",""
"passed","Thu Apr 18 15:58:30 GMT 2024","Thu Apr 18 15:58:30 GMT 2024","285","","","","GetTest","DeleteCaseTest","DeleteCaseTest",""
