"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 20 10:18:52 GMT 2024","Sat Apr 20 10:18:56 GMT 2024","3759","","GUI Tests","Successful Limit Value Test","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Sat Apr 20 10:18:51 GMT 2024","Sat Apr 20 10:18:54 GMT 2024","3387","","GUI Tests","Successful PopUp Message Test","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Sat Apr 20 10:18:48 GMT 2024","Sat Apr 20 10:18:52 GMT 2024","4078","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Sat Apr 20 10:18:48 GMT 2024","Sat Apr 20 10:18:52 GMT 2024","3307","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Sat Apr 20 10:18:50 GMT 2024","Sat Apr 20 10:18:50 GMT 2024","240","","API Tests","Case API Tests","GetTest","GetCaseTest","GetCaseTest",""
"passed","Sat Apr 20 10:18:54 GMT 2024","Sat Apr 20 10:18:57 GMT 2024","3695","","GUI Tests","Failed Add Section Test","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Sat Apr 20 10:18:50 GMT 2024","Sat Apr 20 10:18:50 GMT 2024","353","","API Tests","Section API Tests","GetTest","AddCaseTest","AddCaseTest",""
"passed","Sat Apr 20 10:18:48 GMT 2024","Sat Apr 20 10:18:49 GMT 2024","579","","API Tests","Section API Tests","GetTest","GetSectionTest","GetSectionTest",""
"passed","Sat Apr 20 10:18:49 GMT 2024","Sat Apr 20 10:18:49 GMT 2024","232","","API Tests","Get Section Negative Tests","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Sat Apr 20 10:18:50 GMT 2024","Sat Apr 20 10:18:51 GMT 2024","296","","API Tests","Delete Case Tests","GetTest","DeleteCaseTest","DeleteCaseTest",""
"passed","Sat Apr 20 10:18:48 GMT 2024","Sat Apr 20 10:18:54 GMT 2024","5427","","GUI Tests","Successful Add Section Test","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
"passed","Sat Apr 20 10:18:52 GMT 2024","Sat Apr 20 10:18:55 GMT 2024","3783","","GUI Tests","Successful Delete Section Test","SectionTest","DeleteSectionTest","DeleteSectionTest",""
"passed","Sat Apr 20 10:18:49 GMT 2024","Sat Apr 20 10:18:49 GMT 2024","231","","API Tests","Get Milestone Negative Tests","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
"passed","Sat Apr 20 10:18:49 GMT 2024","Sat Apr 20 10:18:50 GMT 2024","226","","API Tests","Get Milestone Tests","GetTest","GetMilestoneTest","GetMilestoneTest",""
