"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 21 11:00:19 GMT 2024","Sun Apr 21 11:00:24 GMT 2024","4245","","GUI Tests","Failed Add Section Test","SectionTest","FailedAddSectionTest","FailedAddSectionTest",""
"passed","Sun Apr 21 11:00:22 GMT 2024","Sun Apr 21 11:00:27 GMT 2024","4870","","GUI Tests","Successful Delete Section Test","SectionTest","DeleteSectionTest","DeleteSectionTest",""
"passed","Sun Apr 21 11:00:17 GMT 2024","Sun Apr 21 11:00:17 GMT 2024","195","","API Tests","Get Milestone Negative Tests","GetTest","GetMilestoneNegativeTest","GetMilestoneNegativeTest",""
"passed","Sun Apr 21 11:00:16 GMT 2024","Sun Apr 21 11:00:16 GMT 2024","505","","API Tests","Section API Tests","GetTest","GetSectionTest","GetSectionTest",""
"passed","Sun Apr 21 11:00:19 GMT 2024","Sun Apr 21 11:00:22 GMT 2024","3060","","GUI Tests","Successful PopUp Message Test","SectionTest","PopUpMessageTest","PopUpMessageTest",""
"passed","Sun Apr 21 11:00:16 GMT 2024","Sun Apr 21 11:00:20 GMT 2024","3935","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest",""
"passed","Sun Apr 21 11:00:17 GMT 2024","Sun Apr 21 11:00:19 GMT 2024","1681","","API Tests","Case API Tests","GetTest","GetCaseTest","GetCaseTest",""
"passed","Sun Apr 21 11:00:16 GMT 2024","Sun Apr 21 11:00:17 GMT 2024","203","","API Tests","Get Section Negative Tests","GetTest","GetSectionNegativeTest","GetSectionNegativeTest",""
"passed","Sun Apr 21 11:00:17 GMT 2024","Sun Apr 21 11:00:17 GMT 2024","305","","API Tests","Section API Tests","GetTest","AddCaseTest","AddCaseTest",""
"passed","Sun Apr 21 11:00:16 GMT 2024","Sun Apr 21 11:00:23 GMT 2024","6921","","GUI Tests","Successful Add Section Test","SectionTest","SuccessfulAddSectionTest","SuccessfulAddSectionTest",""
"passed","Sun Apr 21 11:00:20 GMT 2024","Sun Apr 21 11:00:26 GMT 2024","6074","","GUI Tests","Successful Limit Value Test","SectionTest","LimitValueTest","LimitValueTest",""
"passed","Sun Apr 21 11:00:16 GMT 2024","Sun Apr 21 11:00:19 GMT 2024","3250","","","","LoginTest","FailedLoginTest","FailedLoginTest",""
"passed","Sun Apr 21 11:00:19 GMT 2024","Sun Apr 21 11:00:19 GMT 2024","330","","API Tests","Delete Case Tests","GetTest","DeleteCaseTest","DeleteCaseTest",""
"passed","Sun Apr 21 11:00:17 GMT 2024","Sun Apr 21 11:00:17 GMT 2024","207","","API Tests","Get Milestone Tests","GetTest","GetMilestoneTest","GetMilestoneTest",""
